line,method,return_value
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:32,Module#alias_method,Class (Float)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:32,Module#alias_method,Class (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:32,Module#alias_method,Class (BigDecimal)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:32,Module#alias_method,Class (Integer)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:32,Module#alias_method,Class (Bignum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:32,Module#alias_method,Class (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:33,Module#alias_method,Class (Float)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:33,Module#alias_method,Class (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:33,Module#alias_method,Class (BigDecimal)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:33,Module#alias_method,Class (Integer)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:33,Module#alias_method,Class (Bignum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:33,Module#alias_method,Class (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:37,Module#public,Class (Float)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:37,Module#public,Class (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:37,Module#public,Class (BigDecimal)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:37,Module#public,Class (Integer)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:37,Module#public,Class (Bignum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:37,Module#public,Class (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:43,Module#alias_method_chain,Class (Float)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:43,Module#alias_method_chain,Class (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:43,Module#alias_method_chain,Class (BigDecimal)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:43,Module#alias_method_chain,Class (Integer)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:43,Module#alias_method_chain,Class (Bignum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/aliasing.rb:43,Module#alias_method_chain,Class (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/class/delegating_attributes.rb:28,Module#private,Class (Float)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/class/delegating_attributes.rb:28,Module#private,Class (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/class/delegating_attributes.rb:28,Module#private,Class (BigDecimal)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/class/delegating_attributes.rb:28,Module#private,Class (Integer)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/class/delegating_attributes.rb:28,Module#private,Class (Bignum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/class/delegating_attributes.rb:28,Module#private,Class (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/class/subclasses.rb:6,#<Class:ObjectSpace>#each_object,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/digest_utils.rb:131,Kernel#hash,3974670171393534768 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/digest_utils.rb:131,Kernel#hash,4555715235919910580 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/digest_utils.rb:131,Kernel#hash,-227890638313459216 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/encoding_utils.rb:84,Kernel#hash,697400709105466092 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/encoding_utils.rb:84,Kernel#hash,2485060432058479240 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/encoding_utils.rb:84,Kernel#hash,4253623391674777688 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/encoding_utils.rb:84,Kernel#hash,915558401841411396 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/encoding_utils.rb:84,Kernel#hash,2629742314568363392 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:290,Kernel#hash,258953515845285208 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:290,Kernel#hash,-1538999190454149580 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:290,Kernel#hash,2292735918708802420 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:290,Kernel#hash,-4530103156751830224 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:290,Kernel#hash,-364524885203628288 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:290,Kernel#hash,-2726610933882778960 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:290,Kernel#hash,-3108836955096818192 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:290,Kernel#hash,-3245955203956301568 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:290,Kernel#hash,2514867302714472600 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:290,Kernel#hash,3341050192319302208 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:106,Kernel#hash,258953515845285208 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:106,Kernel#hash,-1538999190454149580 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:106,Kernel#hash,2292735918708802420 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:106,Kernel#hash,-4530103156751830224 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:106,Kernel#hash,-364524885203628288 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:106,Kernel#hash,-2726610933882778960 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:106,Kernel#hash,-3108836955096818192 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:373,Kernel#hash,-3245955203956301568 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:373,Kernel#hash,2514867302714472600 (Fixnum)
/Users/brian/.rvm/rubies/ruby-2.2.3/lib/ruby/2.2.0/set.rb:373,Kernel#hash,3341050192319302208 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/base.rb:12,Kernel#hash,1675015309826213172 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/base.rb:12,Kernel#hash,1675015309826213172 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/base.rb:12,Kernel#hash,1312703278433181088 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/base.rb:12,Kernel#hash,1312703278433181088 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/base.rb:12,Kernel#hash,1675015309826213172 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-3.5.2/lib/sprockets/base.rb:12,Kernel#hash,1312703278433181088 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/engine.rb:35,String#to_i,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/engine.rb:35,String#to_i,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/engine.rb:35,String#to_i,3 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/engine.rb:35,Fixnum#<=>,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/engine.rb:35,Array#<=>,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/engine.rb:35,String#to_i,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/engine.rb:35,String#to_i,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/engine.rb:35,String#to_i,3 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/engine.rb:35,Fixnum#<=>,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/engine.rb:35,Array#<=>,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:87,Concurrent::Event#ns_initialize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_lockable_object.rb:38,Mutex#synchronize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_lockable_object.rb:40,Concurrent::Synchronization::MriMutexLockableObject#synchronize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:23,Concurrent::Event#initialize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:87,Concurrent::Event#ns_initialize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_lockable_object.rb:38,Mutex#synchronize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_lockable_object.rb:40,Concurrent::Synchronization::MriMutexLockableObject#synchronize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:23,Concurrent::Event#initialize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:87,Concurrent::Event#ns_initialize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_lockable_object.rb:38,Mutex#synchronize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_lockable_object.rb:40,Concurrent::Synchronization::MriMutexLockableObject#synchronize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:23,Concurrent::Event#initialize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:87,Concurrent::Event#ns_initialize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_lockable_object.rb:38,Mutex#synchronize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_lockable_object.rb:40,Concurrent::Synchronization::MriMutexLockableObject#synchronize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:23,Concurrent::Event#initialize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:87,Concurrent::Event#ns_initialize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_lockable_object.rb:38,Mutex#synchronize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_lockable_object.rb:40,Concurrent::Synchronization::MriMutexLockableObject#synchronize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:23,Concurrent::Event#initialize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:87,Concurrent::Event#ns_initialize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_lockable_object.rb:38,Mutex#synchronize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/synchronization/mri_lockable_object.rb:40,Concurrent::Synchronization::MriMutexLockableObject#synchronize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/event.rb:23,Concurrent::Event#initialize,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/mutex_atomic_fixnum.rb:11,Fixnum#size,8 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/mutex_atomic_fixnum.rb:11,Fixnum#**,4611686018427387904 (Bignum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/mutex_atomic_fixnum.rb:11,Bignum#-@,-4611686018427387904 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/mutex_atomic_fixnum.rb:12,Fixnum#size,8 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/mutex_atomic_fixnum.rb:12,Fixnum#**,4611686018427387904 (Bignum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/mutex_atomic_fixnum.rb:12,Bignum#-,4611686018427387903 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/read_write_lock.rb:33,Fixnum#<<,32768 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/atomic/read_write_lock.rb:36,Fixnum#<<,536870912 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/monotonic_time.rb:7,Fixnum#+,1452420576402543000 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/monotonic_time.rb:7,Fixnum#fdiv,1452420576.402543 (Float)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/monotonic_time.rb:7,Numeric#quo,1452420576.402543 (Float)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/utility/monotonic_time.rb:7,Time#to_f,1452420576.402543 (Float)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/thread_safe/util.rb:9,Fixnum#size,8 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/thread_safe/util.rb:10,Fixnum#**,4611686018427387904 (Bignum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/thread_safe/util.rb:10,Bignum#-,4611686018427387903 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/map.rb:129,String#<=>,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/tvar.rb:170,Class#initialize,4611686018427387904 (Bignum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/concurrent-ruby-1.0.0/lib/concurrent/tvar.rb:170,Class#new,4611686018427387904 (Bignum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/delegation.rb:171,String#to_i,10 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:16,String#to_i,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:16,String#to_i,9 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:16,String#to_i,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:16,String#to_i,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:16,String#to_i,9 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:16,String#to_i,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:16,String#to_i,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:16,String#to_i,9 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/version.rb:16,String#to_i,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:9,Fixnum#<<,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:11,Fixnum#<<,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:13,Fixnum#<<,4 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:15,Fixnum#<<,8 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:17,Fixnum#<<,16 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:19,Fixnum#<<,32 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:21,Fixnum#<<,64 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:23,Fixnum#<<,128 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:25,Fixnum#<<,256 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:27,Fixnum#<<,512 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:29,Fixnum#<<,1024 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:31,Fixnum#<<,2048 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:33,Fixnum#<<,4096 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:35,Fixnum#<<,8192 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:37,Fixnum#<<,16384 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:39,Fixnum#<<,32768 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:41,Fixnum#<<,65536 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:43,Fixnum#<<,131072 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:45,Fixnum#<<,262144 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:47,Fixnum#<<,524288 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:50,Fixnum#|,2049 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:52,Fixnum#|,33 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:52,Fixnum#|,97 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/parse_options.rb:52,Fixnum#|,2145 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/node/save_options.rb:31,Fixnum#|,33 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/node/save_options.rb:33,Fixnum#|,3 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/node/save_options.rb:33,Fixnum#|,7 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/node/save_options.rb:33,Fixnum#|,71 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/node/save_options.rb:36,Fixnum#|,3 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/node/save_options.rb:36,Fixnum#|,7 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/nokogiri-1.6.7/lib/nokogiri/xml/node/save_options.rb:36,Fixnum#|,23 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/attribute_accessors.rb:56,Symbol#=~,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/module/attribute_accessors.rb:122,Symbol#=~,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-rails-2.3.3/lib/sprockets/railtie.rb:13,Kernel#hash,2337664750328434632 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sprockets-rails-2.3.3/lib/sprockets/railtie.rb:13,Kernel#hash,2337664750328434632 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/source_annotation_extractor.rb:28,Regexp#hash,4079864154225236128 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/source_annotation_extractor.rb:28,Regexp#hash,2865297483081784793 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/railties-4.2.5/lib/rails/source_annotation_extractor.rb:28,Regexp#hash,-2482753307745697936 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:463,Kernel#object_id,70360634835900 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/callbacks.rb:467,ActiveSupport::Callbacks::Callback#compute_identifier,70360634835900 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:21,String#to_i,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:21,String#to_i,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:21,String#to_i,3 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:1124,Fixnum#<<,32 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/sass-3.4.20/lib/sass/util.rb:1128,String#<=>,-1 (Fixnum)
